Path, Sample,ReferenceGenome,Outgroup
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:216-Stp-No62-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:245-Stp-Rc70-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:196-Stp-Rc57-4_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:195-Stp-No66-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:216-Stp-No62-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:245-Stp-Rc70-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:196-Stp-Rc57-3_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:206-Stp-Rc59-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:211-Stp-Rc60-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:196-Stp-Rc57-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:201-Stp-Rc58-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:253-Stp-Lc78-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:209-Stp-Rc60-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:207-Stp-Rc60-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:196-Stp-Rc57-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:201-Stp-Rc58-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:253-Stp-Lc78-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:215-Stp-No62-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:217-Stp-No63-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:211-Stp-Rc60-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:207-Stp-Rc60-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:264-Stp-Lc86-4_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:249-Stp-Fo74-3_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:248-Stp-Fo76-3_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:242-Stp-Rc70-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:272-Ext-tlChW-4_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:235-Stp-Rc72-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:272-Ext-tlChW-3_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:241-Stp-Rc73-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:300-Scr-crBa-4_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:268-Ext-blFoW-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:266-Ext-crChW-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:240-Stp-Rc73-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:241-Stp-Rc73-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:300-Scr-crBa-3_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:268-Ext-blFoW-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:220-Stp-No63-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:231-Stp-No62-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:221-Stp-No63-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:226-Stp-No65-4_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:223-Stp-No65-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:231-Stp-No62-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:300-Scr-crBa-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:221-Stp-No63-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:226-Stp-No65-3_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:223-Stp-No65-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:301-Scr-Ch-3_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:218-Stp-No63-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:266-Ext-crChW-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:220-Stp-No63-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:251-Stp-Lc79-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:296-Scr-trBa-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:289-Scr-Rch-4_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:229-Stp-No67-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:295-Scr-crBa-3_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:289-Scr-Rch-3_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:229-Stp-No67-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:283-Ext-tcMoWs-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:295-Scr-crBa-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:289-Scr-Rch-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:274-Ext-crFoB-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:283-Ext-tcMoWs-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:295-Scr-crBa-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:290-Scr-clCh-4_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:254-Stp-Lc79-2_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:290-Scr-clCh-3_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:254-Stp-Lc79-1_t08,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:048-Scr-Rc-2_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:009-Ext-trFoBs-4_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:009-Ext-trFoBs-3_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:009-Ext-trFoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:009-Ext-trFoBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:007-Ext-bcFoBs-2_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:007-Ext-bcFoBs-1_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:004-Ext-clFoW-1_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:004-Ext-clFoW-2_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:004-Ext-clFoW-3_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:004-Ext-clFoW-4_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:046-Scr-Fo-1_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:046-Scr-Fo-2_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:047-Scr-Lc-2_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-9_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-8_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-4_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-3_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-2_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-19_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-18_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-17_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-13_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-12_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:005-Ext-brFoBr-11_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:044-Ext-trFoB-8_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:044-Ext-trFoB-2_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:044-Ext-trFoB-1_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:043-Ext-brChB-4_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:043-Ext-brChB-3_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:043-Ext-brChB-2_t00,A_440-Scr-Ch-3_scaffold-3-4,0
/scratch/mit_lieberman/projects/aro_cacnes_biogeo/9_plasmid_alignments/1_plasmid_mapping/A_440-Scr-Ch-3_scaffold-3-4,A:041-Ext-brChB-8_t00,A_440-Scr-Ch-3_scaffold-3-4,0
